,leiden_subclusters,labels
356,7,Mature B cells
357,4,Mature B cells
358,14,Ifit3-high CD4 T cells
359,9,Mature B cells
360,3,Transitional B cells
361,23,T doublets
362,3,Transitional B cells
363,2,CD8 T cells
364,2,CD8 T cells
365,1,Mature B cells
366,0,CD4 T cells
367,0,CD4 T cells
368,14,Ifit3-high CD4 T cells
369,3,Transitional B cells
370,5,Mature B cells
371,3,Transitional B cells
372,3,Transitional B cells
373,1,Mature B cells
374,0,CD4 T cells
375,2,CD8 T cells
376,0,CD4 T cells
377,"12,0",NKT cells
378,13,B1 B cells
379,"24,0",B-CD8 T cell doublets
380,"20,0",Ly6-high monocytes
381,11,MZ B cells
382,11,MZ B cells
383,2,CD8 T cells
384,1,Mature B cells
385,4,Mature B cells
386,8,Ifit3-high B cells
387,0,CD4 T cells
388,5,Mature B cells
389,"10,1",ICOS-high Tregs
390,1,Mature B cells
391,3,Transitional B cells
392,0,CD4 T cells
393,5,Mature B cells
394,"24,0",B-CD8 T cell doublets
395,2,CD8 T cells
396,"16,1",MZ/Marco-high macrophages
397,0,CD4 T cells
398,"16,2",Red-pulp macrophages
399,3,Transitional B cells
400,0,CD4 T cells
401,9,Mature B cells
402,0,CD4 T cells
403,0,CD4 T cells
404,1,Mature B cells
405,3,Transitional B cells
406,1,Mature B cells
407,0,CD4 T cells
408,17,Low quality B cells
409,22,GD T cells
410,4,Mature B cells
411,5,Mature B cells
412,1,Mature B cells
413,4,Mature B cells
414,9,Mature B cells
415,"12,0",NKT cells
416,0,CD4 T cells
417,0,CD4 T cells
418,1,Mature B cells
419,3,Transitional B cells
420,3,Transitional B cells
421,9,Mature B cells
422,23,T doublets
423,14,Ifit3-high CD4 T cells
424,13,B1 B cells
425,6,CD122+ CD8 T cells
426,1,Mature B cells
427,21,B doublets
428,0,CD4 T cells
429,0,CD4 T cells
430,22,GD T cells
431,"12,0",NKT cells
432,4,Mature B cells
433,0,CD4 T cells
434,"24,1",Erythrocytes
435,3,Transitional B cells
436,4,Mature B cells
437,13,B1 B cells
438,8,Ifit3-high B cells
439,1,Mature B cells
440,1,Mature B cells
441,6,CD122+ CD8 T cells
442,6,CD122+ CD8 T cells
443,"10,1",ICOS-high Tregs
444,26,Neutrophils
445,18,Ifit3-high CD8 T cells
446,"10,0",Tregs
447,3,Transitional B cells
448,14,Ifit3-high CD4 T cells
449,1,Mature B cells
450,"20,1",Ly6-low monocytes
451,5,Mature B cells
452,1,Mature B cells
453,5,Mature B cells
454,9,Mature B cells
455,8,Ifit3-high B cells
456,1,Mature B cells
457,3,Transitional B cells
458,2,CD8 T cells
459,"15,1",cDC1s
460,19,Cycling B/T cells
461,3,Transitional B cells
462,4,Mature B cells
463,5,Mature B cells
464,5,Mature B cells
465,7,Mature B cells
466,8,Ifit3-high B cells
467,0,CD4 T cells
468,"12,0",NKT cells
469,18,Ifit3-high CD8 T cells
470,6,CD122+ CD8 T cells
471,"12,0",NKT cells
472,4,Mature B cells
473,3,Transitional B cells
474,4,Mature B cells
475,4,Mature B cells
476,0,CD4 T cells
477,19,Cycling B/T cells
478,0,CD4 T cells
479,3,Transitional B cells
480,1,Mature B cells
481,6,CD122+ CD8 T cells
482,11,MZ B cells
483,7,Mature B cells
484,"20,0",Ly6-high monocytes
485,5,Mature B cells
486,0,CD4 T cells
487,2,CD8 T cells
488,6,CD122+ CD8 T cells
489,1,Mature B cells
490,3,Transitional B cells
491,"10,1",ICOS-high Tregs
492,"10,0",Tregs
493,5,Mature B cells
494,"20,0",Ly6-high monocytes
495,3,Transitional B cells
496,8,Ifit3-high B cells
497,6,CD122+ CD8 T cells
498,0,CD4 T cells
499,3,Transitional B cells
500,8,Ifit3-high B cells
501,5,Mature B cells
502,5,Mature B cells
503,0,CD4 T cells
504,22,GD T cells
505,8,Ifit3-high B cells
506,2,CD8 T cells
507,5,Mature B cells
508,4,Mature B cells
509,"16,1",MZ/Marco-high macrophages
510,0,CD4 T cells
511,4,Mature B cells
512,2,CD8 T cells
513,0,CD4 T cells
514,14,Ifit3-high CD4 T cells
515,3,Transitional B cells
516,1,Mature B cells
517,"15,0",cDC2s
518,30,Neutrophils
519,6,CD122+ CD8 T cells
520,5,Mature B cells
521,1,Mature B cells
522,11,MZ B cells
523,3,Transitional B cells
524,0,CD4 T cells
525,0,CD4 T cells
526,1,Mature B cells
527,3,Transitional B cells
528,6,CD122+ CD8 T cells
529,3,Transitional B cells
530,0,CD4 T cells
531,9,Mature B cells
532,4,Mature B cells
533,6,CD122+ CD8 T cells
534,8,Ifit3-high B cells
535,6,CD122+ CD8 T cells
536,5,Mature B cells
537,4,Mature B cells
538,8,Ifit3-high B cells
539,4,Mature B cells
540,0,CD4 T cells
541,22,GD T cells
542,7,Mature B cells
543,28,pDCs
544,11,MZ B cells
545,3,Transitional B cells
546,6,CD122+ CD8 T cells
547,"20,1",Ly6-low monocytes
548,5,Mature B cells
549,2,CD8 T cells
550,2,CD8 T cells
551,27,Activated CD4 T cells
552,3,Transitional B cells
553,0,CD4 T cells
554,"15,2",Migratory DCs
555,0,CD4 T cells
556,3,Transitional B cells
557,0,CD4 T cells
558,11,MZ B cells
559,0,CD4 T cells
560,4,Mature B cells
561,6,CD122+ CD8 T cells
562,0,CD4 T cells
563,18,Ifit3-high CD8 T cells
564,5,Mature B cells
565,13,B1 B cells
566,0,CD4 T cells
567,"12,0",NKT cells
568,3,Transitional B cells
569,19,Cycling B/T cells
570,14,Ifit3-high CD4 T cells
571,0,CD4 T cells
572,8,Ifit3-high B cells
573,5,Mature B cells
574,9,Mature B cells
575,5,Mature B cells
576,2,CD8 T cells
577,5,Mature B cells
578,6,CD122+ CD8 T cells
579,1,Mature B cells
580,6,CD122+ CD8 T cells
581,3,Transitional B cells
582,5,Mature B cells
583,8,Ifit3-high B cells
584,2,CD8 T cells
585,8,Ifit3-high B cells
586,0,CD4 T cells
587,6,CD122+ CD8 T cells
588,6,CD122+ CD8 T cells
589,3,Transitional B cells
590,4,Mature B cells
591,3,Transitional B cells
592,1,Mature B cells
593,25,B-CD4 T cell doublets
594,7,Mature B cells
595,"10,1",ICOS-high Tregs
596,0,CD4 T cells
597,13,B1 B cells
598,"15,1",cDC1s
599,0,CD4 T cells
600,3,Transitional B cells
601,1,Mature B cells
602,3,Transitional B cells
603,0,CD4 T cells
604,0,CD4 T cells
605,7,Mature B cells
606,9,Mature B cells
607,9,Mature B cells
608,4,Mature B cells
609,23,T doublets
610,8,Ifit3-high B cells
611,0,CD4 T cells
612,11,MZ B cells
613,6,CD122+ CD8 T cells
614,1,Mature B cells
615,4,Mature B cells
616,4,Mature B cells
617,11,MZ B cells
618,2,CD8 T cells
619,2,CD8 T cells
620,6,CD122+ CD8 T cells
621,1,Mature B cells
622,4,Mature B cells
623,6,CD122+ CD8 T cells
624,0,CD4 T cells
625,2,CD8 T cells
626,9,Mature B cells
627,"15,1",cDC1s
628,18,Ifit3-high CD8 T cells
629,7,Mature B cells
630,0,CD4 T cells
631,3,Transitional B cells
632,1,Mature B cells
633,1,Mature B cells
634,6,CD122+ CD8 T cells
635,6,CD122+ CD8 T cells
636,6,CD122+ CD8 T cells
637,0,CD4 T cells
638,9,Mature B cells
639,3,Transitional B cells
640,4,Mature B cells
641,0,CD4 T cells
642,8,Ifit3-high B cells
643,9,Mature B cells
644,6,CD122+ CD8 T cells
645,14,Ifit3-high CD4 T cells
646,9,Mature B cells
647,4,Mature B cells
648,2,CD8 T cells
649,5,Mature B cells
650,7,Mature B cells
651,"12,0",NKT cells
652,2,CD8 T cells
653,3,Transitional B cells
654,3,Transitional B cells
655,2,CD8 T cells
656,0,CD4 T cells
657,8,Ifit3-high B cells
658,0,CD4 T cells
659,2,CD8 T cells
660,"16,0",B-macrophage doublets
661,4,Mature B cells
662,3,Transitional B cells
663,3,Transitional B cells
664,2,CD8 T cells
665,23,T doublets
666,4,Mature B cells
667,"15,1",cDC1s
668,0,CD4 T cells
669,"12,1",NK cells
670,8,Ifit3-high B cells
671,0,CD4 T cells
672,0,CD4 T cells
673,1,Mature B cells
674,13,B1 B cells
675,7,Mature B cells
676,"12,0",NKT cells
677,4,Mature B cells
678,8,Ifit3-high B cells
679,6,CD122+ CD8 T cells
680,7,Mature B cells
681,25,B-CD4 T cell doublets
682,"12,0",NKT cells
683,6,CD122+ CD8 T cells
684,3,Transitional B cells
685,21,B doublets
686,3,Transitional B cells
687,0,CD4 T cells
688,22,GD T cells
689,4,Mature B cells
690,0,CD4 T cells
691,11,MZ B cells
692,1,Mature B cells
693,0,CD4 T cells
694,3,Transitional B cells
695,14,Ifit3-high CD4 T cells
696,0,CD4 T cells
697,25,B-CD4 T cell doublets
698,6,CD122+ CD8 T cells
699,9,Mature B cells
700,14,Ifit3-high CD4 T cells
701,1,Mature B cells
702,0,CD4 T cells
703,8,Ifit3-high B cells
704,0,CD4 T cells
705,0,CD4 T cells
706,11,MZ B cells
707,"10,1",ICOS-high Tregs
708,19,Cycling B/T cells
709,7,Mature B cells
710,5,Mature B cells
711,2,CD8 T cells
712,8,Ifit3-high B cells
713,19,Cycling B/T cells
714,4,Mature B cells
715,11,MZ B cells
716,0,CD4 T cells
717,5,Mature B cells
718,8,Ifit3-high B cells
719,8,Ifit3-high B cells
720,3,Transitional B cells
721,5,Mature B cells
722,8,Ifit3-high B cells
723,9,Mature B cells
724,3,Transitional B cells
725,4,Mature B cells
726,0,CD4 T cells
727,"16,2",Red-pulp macrophages
728,3,Transitional B cells
729,8,Ifit3-high B cells
730,6,CD122+ CD8 T cells
731,0,CD4 T cells
732,6,CD122+ CD8 T cells
733,4,Mature B cells
734,1,Mature B cells
735,4,Mature B cells
736,14,Ifit3-high CD4 T cells
737,2,CD8 T cells
738,0,CD4 T cells
739,3,Transitional B cells
740,8,Ifit3-high B cells
741,1,Mature B cells
742,4,Mature B cells
743,19,Cycling B/T cells
744,2,CD8 T cells
745,6,CD122+ CD8 T cells
746,4,Mature B cells
747,2,CD8 T cells
748,9,Mature B cells
749,"10,0",Tregs
750,26,Neutrophils
751,0,CD4 T cells
752,"24,0",B-CD8 T cell doublets
753,0,CD4 T cells
754,6,CD122+ CD8 T cells
755,21,B doublets
756,0,CD4 T cells
757,"15,0",cDC2s
758,5,Mature B cells
759,0,CD4 T cells
760,8,Ifit3-high B cells
761,0,CD4 T cells
762,"15,2",Migratory DCs
763,3,Transitional B cells
764,0,CD4 T cells
765,19,Cycling B/T cells
766,5,Mature B cells
767,1,Mature B cells
768,1,Mature B cells
769,1,Mature B cells
770,3,Transitional B cells
771,27,Activated CD4 T cells
772,0,CD4 T cells
773,5,Mature B cells
774,0,CD4 T cells
775,9,Mature B cells
776,3,Transitional B cells
777,7,Mature B cells
778,4,Mature B cells
779,0,CD4 T cells
780,0,CD4 T cells
781,2,CD8 T cells
782,2,CD8 T cells
783,1,Mature B cells
784,0,CD4 T cells
785,1,Mature B cells
786,"15,1",cDC1s
787,1,Mature B cells
788,"16,3",Erythrocytes
789,9,Mature B cells
790,7,Mature B cells
791,0,CD4 T cells
792,5,Mature B cells
793,7,Mature B cells
794,0,CD4 T cells
795,1,Mature B cells
796,3,Transitional B cells
797,6,CD122+ CD8 T cells
798,9,Mature B cells
799,1,Mature B cells
800,25,B-CD4 T cell doublets
801,"15,0",cDC2s
802,6,CD122+ CD8 T cells
803,2,CD8 T cells
804,5,Mature B cells
805,"20,0",Ly6-high monocytes
806,4,Mature B cells
807,25,B-CD4 T cell doublets
808,8,Ifit3-high B cells
809,0,CD4 T cells
810,8,Ifit3-high B cells
811,2,CD8 T cells
812,1,Mature B cells
813,2,CD8 T cells
814,"15,2",Migratory DCs
815,2,CD8 T cells
816,"16,1",MZ/Marco-high macrophages
817,19,Cycling B/T cells
818,"15,1",cDC1s
819,2,CD8 T cells
820,17,Low quality B cells
821,23,T doublets
822,3,Transitional B cells
823,2,CD8 T cells
824,11,MZ B cells
825,3,Transitional B cells
826,8,Ifit3-high B cells
827,0,CD4 T cells
828,6,CD122+ CD8 T cells
829,13,B1 B cells
830,0,CD4 T cells
831,4,Mature B cells
832,0,CD4 T cells
833,"10,1",ICOS-high Tregs
834,4,Mature B cells
835,5,Mature B cells
836,1,Mature B cells
837,5,Mature B cells
838,1,Mature B cells
839,3,Transitional B cells
840,3,Transitional B cells
841,1,Mature B cells
842,1,Mature B cells
843,6,CD122+ CD8 T cells
844,21,B doublets
845,6,CD122+ CD8 T cells
846,"12,1",NK cells
847,3,Transitional B cells
848,7,Mature B cells
849,0,CD4 T cells
850,6,CD122+ CD8 T cells
851,"15,0",cDC2s
852,28,pDCs
853,0,CD4 T cells
854,4,Mature B cells
855,2,CD8 T cells
856,11,MZ B cells
857,8,Ifit3-high B cells
858,0,CD4 T cells
859,5,Mature B cells
860,0,CD4 T cells
861,4,Mature B cells
862,0,CD4 T cells
863,"10,0",Tregs
864,"15,1",cDC1s
865,7,Mature B cells
866,5,Mature B cells
867,0,CD4 T cells
868,3,Transitional B cells
869,1,Mature B cells
870,3,Transitional B cells
871,1,Mature B cells
872,0,CD4 T cells
873,7,Mature B cells
874,2,CD8 T cells
875,0,CD4 T cells
876,3,Transitional B cells
877,3,Transitional B cells
878,0,CD4 T cells
879,6,CD122+ CD8 T cells
880,"24,1",Erythrocytes
881,0,CD4 T cells
882,3,Transitional B cells
883,11,MZ B cells
884,"15,2",Migratory DCs
885,6,CD122+ CD8 T cells
886,"15,0",cDC2s
887,0,CD4 T cells
888,5,Mature B cells
889,5,Mature B cells
890,13,B1 B cells
891,1,Mature B cells
892,0,CD4 T cells
893,0,CD4 T cells
894,3,Transitional B cells
895,3,Transitional B cells
896,1,Mature B cells
897,0,CD4 T cells
898,0,CD4 T cells
899,4,Mature B cells
900,8,Ifit3-high B cells
901,1,Mature B cells
902,3,Transitional B cells
903,6,CD122+ CD8 T cells
904,0,CD4 T cells
905,2,CD8 T cells
906,0,CD4 T cells
907,"16,1",MZ/Marco-high macrophages
908,0,CD4 T cells
909,0,CD4 T cells
910,9,Mature B cells
911,"10,0",Tregs
912,1,Mature B cells
913,2,CD8 T cells
914,0,CD4 T cells
915,"10,0",Tregs
916,3,Transitional B cells
917,0,CD4 T cells
918,9,Mature B cells
919,0,CD4 T cells
920,3,Transitional B cells
921,"15,1",cDC1s
922,9,Mature B cells
923,0,CD4 T cells
924,6,CD122+ CD8 T cells
925,9,Mature B cells
926,"10,0",Tregs
927,21,B doublets
928,0,CD4 T cells
929,1,Mature B cells
930,8,Ifit3-high B cells
931,0,CD4 T cells
932,8,Ifit3-high B cells
933,1,Mature B cells
934,11,MZ B cells
935,2,CD8 T cells
936,0,CD4 T cells
937,3,Transitional B cells
938,7,Mature B cells
939,13,B1 B cells
940,13,B1 B cells
941,3,Transitional B cells
942,"15,0",cDC2s
943,"24,0",B-CD8 T cell doublets
944,3,Transitional B cells
945,0,CD4 T cells
946,0,CD4 T cells
947,0,CD4 T cells
948,1,Mature B cells
949,0,CD4 T cells
950,0,CD4 T cells
951,2,CD8 T cells
952,7,Mature B cells
953,2,CD8 T cells
954,7,Mature B cells
955,3,Transitional B cells
956,17,Low quality B cells
957,9,Mature B cells
958,3,Transitional B cells
959,3,Transitional B cells
960,0,CD4 T cells
961,13,B1 B cells
962,6,CD122+ CD8 T cells
963,3,Transitional B cells
964,0,CD4 T cells
965,14,Ifit3-high CD4 T cells
966,1,Mature B cells
967,0,CD4 T cells
968,3,Transitional B cells
969,3,Transitional B cells
970,11,MZ B cells
971,6,CD122+ CD8 T cells
972,2,CD8 T cells
973,21,B doublets
974,3,Transitional B cells
975,7,Mature B cells
976,8,Ifit3-high B cells
977,1,Mature B cells
978,19,Cycling B/T cells
979,0,CD4 T cells
980,8,Ifit3-high B cells
981,0,CD4 T cells
982,0,CD4 T cells
983,2,CD8 T cells
984,6,CD122+ CD8 T cells
985,3,Transitional B cells
986,5,Mature B cells
987,0,CD4 T cells
988,2,CD8 T cells
989,4,Mature B cells
990,5,Mature B cells
991,"24,1",Erythrocytes
992,5,Mature B cells
993,4,Mature B cells
994,3,Transitional B cells
995,3,Transitional B cells
996,9,Mature B cells
997,1,Mature B cells
998,0,CD4 T cells
999,18,Ifit3-high CD8 T cells
1000,0,CD4 T cells
1001,4,Mature B cells
1002,4,Mature B cells
1003,7,Mature B cells
1004,1,Mature B cells
1005,0,CD4 T cells
1006,0,CD4 T cells
1007,9,Mature B cells
1008,3,Transitional B cells
1009,0,CD4 T cells
1010,2,CD8 T cells
1011,2,CD8 T cells
1012,1,Mature B cells
1013,11,MZ B cells
1014,8,Ifit3-high B cells
1015,"15,2",Migratory DCs
1016,4,Mature B cells
1017,2,CD8 T cells
1018,3,Transitional B cells
1019,14,Ifit3-high CD4 T cells
1020,9,Mature B cells
1021,7,Mature B cells
1022,0,CD4 T cells
1023,19,Cycling B/T cells
1024,1,Mature B cells
1025,0,CD4 T cells
1026,14,Ifit3-high CD4 T cells
1027,0,CD4 T cells
1028,4,Mature B cells
1029,0,CD4 T cells
1030,0,CD4 T cells
1031,1,Mature B cells
1032,6,CD122+ CD8 T cells
1033,4,Mature B cells
1034,6,CD122+ CD8 T cells
1035,4,Mature B cells
1036,1,Mature B cells
1037,14,Ifit3-high CD4 T cells
1038,3,Transitional B cells
1039,0,CD4 T cells
1040,6,CD122+ CD8 T cells
1041,26,Neutrophils
1042,11,MZ B cells
1043,1,Mature B cells
1044,2,CD8 T cells
1045,3,Transitional B cells
1046,25,B-CD4 T cell doublets
1047,28,pDCs
1048,0,CD4 T cells
1049,"10,1",ICOS-high Tregs
1050,8,Ifit3-high B cells
1051,6,CD122+ CD8 T cells
1052,0,CD4 T cells
1053,3,Transitional B cells
1054,14,Ifit3-high CD4 T cells
1055,17,Low quality B cells
1056,0,CD4 T cells
1057,22,GD T cells
1058,27,Activated CD4 T cells
1059,5,Mature B cells
1060,8,Ifit3-high B cells
1061,2,CD8 T cells
1062,2,CD8 T cells
1063,3,Transitional B cells
1064,0,CD4 T cells
1065,0,CD4 T cells
1066,3,Transitional B cells
1067,5,Mature B cells
1068,4,Mature B cells
1069,5,Mature B cells
1070,3,Transitional B cells
1071,2,CD8 T cells
1072,3,Transitional B cells
1073,2,CD8 T cells
1074,9,Mature B cells
1075,5,Mature B cells
1076,4,Mature B cells
1077,"10,2",Tregs
1078,4,Mature B cells
1079,14,Ifit3-high CD4 T cells
1080,"16,0",B-macrophage doublets
1081,2,CD8 T cells
1082,1,Mature B cells
1083,4,Mature B cells
1084,0,CD4 T cells
1085,0,CD4 T cells
1086,1,Mature B cells
1087,11,MZ B cells
1088,3,Transitional B cells
1089,5,Mature B cells
1090,1,Mature B cells
1091,0,CD4 T cells
1092,1,Mature B cells
1093,3,Transitional B cells
1094,2,CD8 T cells
1095,13,B1 B cells
1096,"12,1",NK cells
1097,"16,1",MZ/Marco-high macrophages
1098,1,Mature B cells
1099,4,Mature B cells
1100,4,Mature B cells
1101,9,Mature B cells
1102,2,CD8 T cells
1103,11,MZ B cells
1104,0,CD4 T cells
1105,17,Low quality B cells
1106,2,CD8 T cells
1107,4,Mature B cells
1108,8,Ifit3-high B cells
1109,3,Transitional B cells
1110,"20,0",Ly6-high monocytes
1111,"10,1",ICOS-high Tregs
1112,2,CD8 T cells
1113,0,CD4 T cells
1114,7,Mature B cells
1115,"10,0",Tregs
1116,3,Transitional B cells
1117,8,Ifit3-high B cells
1118,"16,1",MZ/Marco-high macrophages
1119,22,GD T cells
1120,5,Mature B cells
1121,6,CD122+ CD8 T cells
1122,8,Ifit3-high B cells
1123,3,Transitional B cells
1124,"16,1",MZ/Marco-high macrophages
1125,18,Ifit3-high CD8 T cells
1126,11,MZ B cells
1127,"20,1",Ly6-low monocytes
1128,0,CD4 T cells
1129,1,Mature B cells
1130,6,CD122+ CD8 T cells
1131,3,Transitional B cells
1132,9,Mature B cells
1133,8,Ifit3-high B cells
1134,11,MZ B cells
1135,13,B1 B cells
1136,"12,0",NKT cells
1137,0,CD4 T cells
1138,8,Ifit3-high B cells
1139,3,Transitional B cells
1140,7,Mature B cells
1141,21,B doublets
1142,3,Transitional B cells
1143,5,Mature B cells
1144,0,CD4 T cells
1145,0,CD4 T cells
1146,22,GD T cells
1147,4,Mature B cells
1148,2,CD8 T cells
1149,9,Mature B cells
1150,"20,0",Ly6-high monocytes
1151,8,Ifit3-high B cells
1152,"16,3",Erythrocytes
1153,1,Mature B cells
1154,0,CD4 T cells
1155,4,Mature B cells
1156,14,Ifit3-high CD4 T cells
1157,21,B doublets
1158,4,Mature B cells
1159,0,CD4 T cells
1160,3,Transitional B cells
1161,"12,0",NKT cells
1162,6,CD122+ CD8 T cells
1163,0,CD4 T cells
1164,0,CD4 T cells
1165,0,CD4 T cells
1166,4,Mature B cells
1167,9,Mature B cells
1168,1,Mature B cells
1169,22,GD T cells
1170,1,Mature B cells
1171,3,Transitional B cells
1172,6,CD122+ CD8 T cells
1173,5,Mature B cells
1174,4,Mature B cells
1175,14,Ifit3-high CD4 T cells
1176,0,CD4 T cells
1177,7,Mature B cells
1178,7,Mature B cells
1179,3,Transitional B cells
1180,1,Mature B cells
1181,8,Ifit3-high B cells
1182,2,CD8 T cells
1183,0,CD4 T cells
1184,"12,1",NK cells
1185,"10,0",Tregs
1186,9,Mature B cells
1187,0,CD4 T cells
1188,"15,2",Migratory DCs
1189,0,CD4 T cells
1190,13,B1 B cells
1191,11,MZ B cells
1192,7,Mature B cells
1193,21,B doublets
1194,4,Mature B cells
1195,6,CD122+ CD8 T cells
1196,4,Mature B cells
1197,7,Mature B cells
1198,21,B doublets
1199,9,Mature B cells
1200,0,CD4 T cells
1201,6,CD122+ CD8 T cells
1202,18,Ifit3-high CD8 T cells
1203,"10,1",ICOS-high Tregs
1204,8,Ifit3-high B cells
1205,3,Transitional B cells
1206,3,Transitional B cells
1207,5,Mature B cells
1208,9,Mature B cells
1209,0,CD4 T cells
1210,4,Mature B cells
1211,3,Transitional B cells
1212,1,Mature B cells
1213,6,CD122+ CD8 T cells
1214,5,Mature B cells
1215,2,CD8 T cells
1216,13,B1 B cells
1217,"12,0",NKT cells
1218,2,CD8 T cells
1219,6,CD122+ CD8 T cells
1220,6,CD122+ CD8 T cells
